"Plot Title: 20827226"
"#","Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 20827226, SEN S/N: 20827226)","Temp, °C (LGR S/N: 20827226, SEN S/N: 20827226)","Coupler Detached (LGR S/N: 20827226)","Coupler Attached (LGR S/N: 20827226)","Host Connected (LGR S/N: 20827226)","Stopped (LGR S/N: 20827226)","End Of File (LGR S/N: 20827226)"
10155,22/03/07 08:37:44  AM,13.30,3.12,,,,,
10156,22/03/07 08:52:44  AM,13.28,3.16,,,,,
10157,22/03/07 09:07:44  AM,13.28,3.16,,,,,
10158,22/03/07 09:22:44  AM,13.30,3.14,,,,,
10159,22/03/07 09:37:44  AM,13.37,3.06,,,,,
10160,22/03/07 09:52:44  AM,13.34,3.08,,,,,
10161,22/03/07 10:07:44  AM,13.34,3.08,,,,,
10162,22/03/07 10:22:44  AM,13.38,3.04,,,,,
10163,22/03/07 10:37:44  AM,13.43,3.00,,,,,
10164,22/03/07 10:52:44  AM,13.51,2.96,,,,,
10165,22/03/07 11:07:44  AM,13.50,2.94,,,,,
10166,22/03/07 11:22:44  AM,13.50,2.94,,,,,
10167,22/03/07 11:37:44  AM,13.50,2.94,,,,,
10168,22/03/07 11:52:44  AM,13.51,2.94,,,,,
10169,22/03/07 12:07:44  PM,13.51,2.94,,,,,
10170,22/03/07 12:22:44  PM,13.50,2.94,,,,,
10171,22/03/07 12:37:44  PM,13.51,2.94,,,,,
10172,22/03/07 12:52:44  PM,13.53,2.96,,,,,
10173,22/03/07 01:07:44  PM,13.53,2.98,,,,,
10174,22/03/07 01:22:44  PM,13.53,3.00,,,,,
10175,22/03/07 01:37:44  PM,13.54,3.00,,,,,
10176,22/03/07 01:52:44  PM,13.50,3.00,,,,,
10177,22/03/07 02:07:44  PM,13.52,3.00,,,,,
10178,22/03/07 02:22:44  PM,13.54,3.02,,,,,
10179,22/03/07 02:37:44  PM,13.52,3.04,,,,,
10180,22/03/07 02:52:44  PM,13.56,3.04,,,,,
10181,22/03/07 03:07:44  PM,13.54,3.04,,,,,
10182,22/03/07 03:22:44  PM,13.47,3.02,,,,,
10183,22/03/07 03:37:44  PM,13.47,3.00,,,,,
10184,22/03/07 03:52:44  PM,13.46,3.02,,,,,
10185,22/03/07 04:07:44  PM,13.45,3.10,,,,,
10186,22/03/07 04:22:44  PM,13.45,3.08,,,,,
10187,22/03/07 04:37:44  PM,13.49,3.10,,,,,
10188,22/03/07 04:52:44  PM,13.48,3.04,,,,,
10189,22/03/07 05:07:44  PM,13.53,3.06,,,,,
10190,22/03/07 05:22:44  PM,13.52,3.04,,,,,
10191,22/03/07 05:37:44  PM,13.56,3.02,,,,,
10192,22/03/07 05:52:44  PM,13.58,3.04,,,,,
10193,22/03/07 06:07:44  PM,13.56,3.06,,,,,
10194,22/03/07 06:22:44  PM,13.81,3.08,,,,,
10195,22/03/07 06:37:44  PM,13.78,3.18,,,,,
10196,22/03/07 06:52:44  PM,13.77,3.20,,,,,
10197,22/03/07 07:07:44  PM,13.68,3.18,,,,,
10198,22/03/07 07:22:44  PM,13.72,3.16,,,,,
10199,22/03/07 07:37:44  PM,13.99,3.22,,,,,
10200,22/03/07 07:52:44  PM,13.70,3.14,,,,,
10201,22/03/07 08:07:44  PM,13.82,3.14,,,,,
10202,22/03/07 08:22:44  PM,13.77,3.14,,,,,
10203,22/03/07 08:37:44  PM,13.73,3.10,,,,,
10204,22/03/07 08:52:44  PM,13.69,3.08,,,,,
10205,22/03/07 09:07:44  PM,13.70,3.04,,,,,
10206,22/03/07 09:22:44  PM,13.69,3.06,,,,,
10207,22/03/07 09:37:44  PM,13.69,3.10,,,,,
10208,22/03/07 09:52:44  PM,13.72,3.12,,,,,
10209,22/03/07 10:07:44  PM,13.66,3.10,,,,,
10210,22/03/07 10:22:44  PM,13.74,3.12,,,,,
10211,22/03/07 10:37:44  PM,13.82,3.12,,,,,
10212,22/03/07 10:52:44  PM,13.81,3.14,,,,,
10213,22/03/07 11:07:44  PM,13.81,3.12,,,,,
10214,22/03/07 11:22:44  PM,13.83,3.10,,,,,
10215,22/03/07 11:37:44  PM,13.90,3.08,,,,,
10216,22/03/07 11:52:44  PM,13.90,3.04,,,,,
10217,22/03/08 12:07:44  AM,13.89,3.06,,,,,
10218,22/03/08 12:22:44  AM,13.71,3.06,,,,,
10219,22/03/08 12:37:44  AM,13.73,3.04,,,,,
10220,22/03/08 12:52:44  AM,13.71,3.02,,,,,
10221,22/03/08 01:07:44  AM,13.69,3.00,,,,,
10222,22/03/08 01:22:44  AM,13.69,3.00,,,,,
10223,22/03/08 01:37:44  AM,13.68,3.00,,,,,
10224,22/03/08 01:52:44  AM,13.61,3.00,,,,,
10225,22/03/08 02:07:44  AM,13.60,3.02,,,,,
10226,22/03/08 02:22:44  AM,13.59,3.02,,,,,
10227,22/03/08 02:37:44  AM,13.58,3.02,,,,,
10228,22/03/08 02:52:44  AM,13.59,3.02,,,,,
10229,22/03/08 03:07:44  AM,13.59,3.02,,,,,
10230,22/03/08 03:22:44  AM,13.61,3.02,,,,,
10231,22/03/08 03:37:44  AM,13.61,3.02,,,,,
10232,22/03/08 03:52:44  AM,13.65,3.00,,,,,
10233,22/03/08 04:07:44  AM,13.65,3.00,,,,,
10234,22/03/08 04:22:44  AM,13.65,2.98,,,,,
10235,22/03/08 04:37:44  AM,13.66,2.98,,,,,
10236,22/03/08 04:52:44  AM,13.68,2.96,,,,,
10237,22/03/08 05:07:44  AM,13.70,2.94,,,,,
10238,22/03/08 05:22:44  AM,13.67,2.96,,,,,
10239,22/03/08 05:37:44  AM,13.70,2.94,,,,,
10240,22/03/08 05:52:44  AM,13.70,2.94,,,,,
10241,22/03/08 06:07:44  AM,13.68,2.94,,,,,
10242,22/03/08 06:22:44  AM,13.65,2.98,,,,,
10243,22/03/08 06:37:44  AM,13.78,2.94,,,,,
10244,22/03/08 06:52:44  AM,13.73,2.98,,,,,
10245,22/03/08 07:07:44  AM,13.70,3.00,,,,,
10246,22/03/08 07:22:44  AM,13.70,3.02,,,,,
10247,22/03/08 07:37:44  AM,13.70,3.02,,,,,
10248,22/03/08 07:52:44  AM,13.69,3.02,,,,,
10249,22/03/08 08:07:44  AM,13.72,3.04,,,,,
10250,22/03/08 08:22:44  AM,13.77,3.00,,,,,
10251,22/03/08 08:37:44  AM,13.77,2.96,,,,,
10252,22/03/08 08:52:44  AM,13.77,2.96,,,,,
10253,22/03/08 09:07:44  AM,13.73,2.98,,,,,
10254,22/03/08 09:22:44  AM,13.75,2.98,,,,,
10255,22/03/08 09:37:44  AM,13.74,2.96,,,,,
10256,22/03/08 09:52:44  AM,13.73,2.94,,,,,
10257,22/03/08 10:07:44  AM,13.77,2.94,,,,,
10258,22/03/08 10:22:44  AM,13.72,2.96,,,,,
10259,22/03/08 10:37:44  AM,13.73,2.94,,,,,
10260,22/03/08 10:52:44  AM,13.61,2.98,,,,,
10261,22/03/08 11:07:44  AM,13.55,3.00,,,,,
10262,22/03/08 11:22:44  AM,13.54,3.00,,,,,
10263,22/03/08 11:37:44  AM,13.52,3.00,,,,,
10264,22/03/08 11:52:44  AM,13.51,3.00,,,,,
10265,22/03/08 12:07:44  PM,13.52,3.02,,,,,
10266,22/03/08 12:22:44  PM,13.44,3.04,,,,,
10267,22/03/08 12:37:44  PM,13.43,3.04,,,,,
10268,22/03/08 12:52:44  PM,13.43,3.04,,,,,
10269,22/03/08 01:07:44  PM,13.43,3.06,,,,,
10270,22/03/08 01:22:44  PM,13.43,3.06,,,,,
10271,22/03/08 01:37:44  PM,13.53,3.04,,,,,
10272,22/03/08 01:52:44  PM,13.59,3.02,,,,,
10273,22/03/08 02:07:44  PM,13.56,3.06,,,,,
10274,22/03/08 02:22:44  PM,13.56,3.08,,,,,
10275,22/03/08 02:37:44  PM,13.55,3.08,,,,,
10276,22/03/08 02:52:44  PM,13.53,3.12,,,,,
10277,22/03/08 03:07:44  PM,13.53,3.12,,,,,
10278,22/03/08 03:22:44  PM,13.52,3.14,,,,,
10279,22/03/08 03:37:44  PM,13.54,3.14,,,,,
10280,22/03/08 03:52:44  PM,13.55,3.14,,,,,
10281,22/03/08 04:07:44  PM,13.52,3.14,,,,,
10282,22/03/08 04:22:44  PM,13.52,3.16,,,,,
10283,22/03/08 04:37:44  PM,13.51,3.18,,,,,
10284,22/03/08 04:52:44  PM,13.46,3.20,,,,,
10285,22/03/08 05:07:44  PM,13.50,3.20,,,,,
10286,22/03/08 05:22:44  PM,13.52,3.20,,,,,
10287,22/03/08 05:37:44  PM,13.53,3.18,,,,,
10288,22/03/08 05:52:44  PM,13.53,3.18,,,,,
10289,22/03/08 06:07:44  PM,13.52,3.18,,,,,
10290,22/03/08 06:22:44  PM,13.50,3.18,,,,,
10291,22/03/08 06:37:44  PM,13.53,3.18,,,,,
10292,22/03/08 06:52:44  PM,13.54,3.18,,,,,
10293,22/03/08 07:07:44  PM,13.56,3.18,,,,,
10294,22/03/08 07:22:44  PM,13.58,3.18,,,,,
10295,22/03/08 07:37:44  PM,13.58,3.20,,,,,
10296,22/03/08 07:52:44  PM,13.60,3.18,,,,,
10297,22/03/08 08:07:44  PM,13.63,3.18,,,,,
10298,22/03/08 08:22:44  PM,13.63,3.20,,,,,
10299,22/03/08 08:37:44  PM,13.64,3.20,,,,,
10300,22/03/08 08:52:44  PM,13.65,3.20,,,,,
10301,22/03/08 09:07:44  PM,13.67,3.20,,,,,
10302,22/03/08 09:22:44  PM,13.67,3.20,,,,,
10303,22/03/08 09:37:44  PM,13.67,3.20,,,,,
10304,22/03/08 09:52:44  PM,13.68,3.20,,,,,
10305,22/03/08 10:07:44  PM,13.67,3.20,,,,,
10306,22/03/08 10:22:44  PM,13.66,3.20,,,,,
10307,22/03/08 10:37:44  PM,13.65,3.20,,,,,
10308,22/03/08 10:52:44  PM,13.64,3.20,,,,,
10309,22/03/08 11:07:44  PM,13.64,3.20,,,,,
10310,22/03/08 11:22:44  PM,13.65,3.18,,,,,
10311,22/03/08 11:37:44  PM,13.65,3.18,,,,,
10312,22/03/08 11:52:44  PM,13.65,3.20,,,,,
10313,22/03/09 12:07:44  AM,13.64,3.20,,,,,
10314,22/03/09 12:22:44  AM,13.67,3.18,,,,,
10315,22/03/09 12:37:44  AM,13.69,3.18,,,,,
10316,22/03/09 12:52:44  AM,13.63,3.20,,,,,
10317,22/03/09 01:07:44  AM,13.65,3.20,,,,,
10318,22/03/09 01:22:44  AM,13.65,3.18,,,,,
10319,22/03/09 01:37:44  AM,13.65,3.18,,,,,
10320,22/03/09 01:52:44  AM,13.67,3.18,,,,,
10321,22/03/09 02:07:44  AM,13.68,3.16,,,,,
10322,22/03/09 02:22:44  AM,13.66,3.16,,,,,
10323,22/03/09 02:37:44  AM,13.68,3.14,,,,,
10324,22/03/09 02:52:44  AM,13.71,3.12,,,,,
10325,22/03/09 03:07:44  AM,13.70,3.12,,,,,
10326,22/03/09 03:22:44  AM,13.69,3.14,,,,,
10327,22/03/09 03:37:44  AM,13.69,3.16,,,,,
10328,22/03/09 03:52:44  AM,13.65,3.12,,,,,
10329,22/03/09 04:07:44  AM,13.69,3.08,,,,,
10330,22/03/09 04:22:44  AM,13.70,3.06,,,,,
10331,22/03/09 04:37:44  AM,13.72,3.06,,,,,
10332,22/03/09 04:52:44  AM,13.72,3.04,,,,,
10333,22/03/09 05:07:44  AM,13.73,3.00,,,,,
10334,22/03/09 05:22:44  AM,13.75,2.98,,,,,
10335,22/03/09 05:37:44  AM,13.74,2.98,,,,,
10336,22/03/09 05:52:44  AM,13.74,3.00,,,,,
10337,22/03/09 06:07:44  AM,13.78,2.94,,,,,
10338,22/03/09 06:22:44  AM,13.79,2.92,,,,,
10339,22/03/09 06:37:44  AM,13.79,2.92,,,,,
10340,22/03/09 06:52:44  AM,13.79,2.90,,,,,
10341,22/03/09 07:07:44  AM,13.79,2.90,,,,,
10342,22/03/09 07:22:44  AM,13.79,2.90,,,,,
10343,22/03/09 07:37:44  AM,13.82,2.90,,,,,
10344,22/03/09 07:52:44  AM,13.80,2.88,,,,,
10345,22/03/09 08:07:44  AM,13.81,2.88,,,,,
10346,22/03/09 08:22:44  AM,13.80,2.88,,,,,
10347,22/03/09 08:37:44  AM,13.80,2.90,,,,,
10348,22/03/09 08:52:44  AM,13.81,2.90,,,,,
10349,22/03/09 09:07:44  AM,13.78,2.88,,,,,
10350,22/03/09 09:22:44  AM,13.81,2.86,,,,,
10351,22/03/09 09:37:44  AM,13.81,2.84,,,,,
10352,22/03/09 09:52:44  AM,13.81,2.84,,,,,
10353,22/03/09 10:07:44  AM,13.82,2.84,,,,,
10354,22/03/09 10:22:44  AM,13.82,2.84,,,,,
10355,22/03/09 10:37:44  AM,13.83,2.84,,,,,
10356,22/03/09 10:52:44  AM,13.83,2.82,,,,,
10357,22/03/09 11:07:44  AM,13.82,2.82,,,,,
10358,22/03/09 11:22:44  AM,13.84,2.82,,,,,
10359,22/03/09 11:37:44  AM,13.82,2.82,,,,,
10360,22/03/09 11:52:44  AM,13.84,2.80,,,,,
10361,22/03/09 12:07:44  PM,13.84,2.82,,,,,
10362,22/03/09 12:22:44  PM,13.84,2.80,,,,,
10363,22/03/09 12:37:44  PM,13.86,2.82,,,,,
10364,22/03/09 12:52:44  PM,13.85,2.80,,,,,
10365,22/03/09 01:07:44  PM,13.87,2.80,,,,,
10366,22/03/09 01:22:44  PM,13.87,2.82,,,,,
10367,22/03/09 01:37:44  PM,13.86,2.82,,,,,
10368,22/03/09 01:52:44  PM,13.88,2.80,,,,,
10369,22/03/09 02:07:44  PM,13.88,2.82,,,,,
10370,22/03/09 02:22:44  PM,13.90,2.82,,,,,
10371,22/03/09 02:37:44  PM,13.89,2.82,,,,,
10372,22/03/09 02:52:44  PM,13.88,2.80,,,,,
10373,22/03/09 03:07:44  PM,13.90,2.80,,,,,
10374,22/03/09 03:22:44  PM,13.90,2.80,,,,,
10375,22/03/09 03:37:44  PM,13.91,2.80,,,,,
10376,22/03/09 03:52:44  PM,13.93,2.80,,,,,
10377,22/03/09 04:07:44  PM,13.93,2.80,,,,,
10378,22/03/09 04:22:44  PM,13.95,2.80,,,,,
10379,22/03/09 04:37:44  PM,13.96,2.80,,,,,
10380,22/03/09 04:52:44  PM,13.97,2.82,,,,,
10381,22/03/09 05:07:44  PM,13.99,2.84,,,,,
10382,22/03/09 05:22:44  PM,14.01,2.82,,,,,
10383,22/03/09 05:37:44  PM,14.02,2.82,,,,,
10384,22/03/09 05:52:44  PM,14.04,2.82,,,,,
10385,22/03/09 06:07:44  PM,13.93,2.82,,,,,
10386,22/03/09 06:22:44  PM,14.03,2.82,,,,,
10387,22/03/09 06:37:44  PM,14.07,2.82,,,,,
10388,22/03/09 06:52:44  PM,14.06,2.84,,,,,
10389,22/03/09 07:07:44  PM,14.08,2.84,,,,,
10390,22/03/09 07:22:44  PM,14.06,2.82,,,,,
10391,22/03/09 07:37:44  PM,14.06,2.82,,,,,
10392,22/03/09 07:52:44  PM,13.87,2.90,,,,,
10393,22/03/09 08:07:44  PM,13.69,3.10,,,,,
10394,22/03/09 08:22:44  PM,13.66,3.18,,,,,
10395,22/03/09 08:37:44  PM,13.63,3.20,,,,,
10396,22/03/09 08:52:44  PM,13.59,3.24,,,,,
10397,22/03/09 09:07:44  PM,13.70,3.06,,,,,
10398,22/03/09 09:22:44  PM,13.66,3.14,,,,,
10399,22/03/09 09:37:44  PM,13.65,3.12,,,,,
10400,22/03/09 09:52:44  PM,13.73,3.04,,,,,
10401,22/03/09 10:07:44  PM,13.64,3.12,,,,,
10402,22/03/09 10:22:44  PM,13.60,3.14,,,,,
10403,22/03/09 10:37:44  PM,13.65,3.10,,,,,
10404,22/03/09 10:52:44  PM,13.59,3.14,,,,,
10405,22/03/09 11:07:44  PM,13.69,3.04,,,,,
10406,22/03/09 11:22:44  PM,13.73,3.04,,,,,
10407,22/03/09 11:37:44  PM,13.71,3.06,,,,,
10408,22/03/09 11:52:44  PM,13.68,3.06,,,,,
10409,22/03/10 12:07:44  AM,13.63,3.12,,,,,
10410,22/03/10 12:22:44  AM,13.65,3.10,,,,,
10411,22/03/10 12:37:44  AM,13.68,3.06,,,,,
10412,22/03/10 12:52:44  AM,13.66,3.08,,,,,
10413,22/03/10 01:07:44  AM,13.65,3.12,,,,,
10414,22/03/10 01:22:44  AM,13.61,3.12,,,,,
10415,22/03/10 01:37:44  AM,13.63,3.12,,,,,
10416,22/03/10 01:52:44  AM,13.65,3.12,,,,,
10417,22/03/10 02:07:44  AM,13.66,3.14,,,,,
10418,22/03/10 02:22:44  AM,13.66,3.12,,,,,
10419,22/03/10 02:37:44  AM,13.66,3.08,,,,,
10420,22/03/10 02:52:44  AM,13.69,3.02,,,,,
10421,22/03/10 03:07:44  AM,13.68,3.08,,,,,
10422,22/03/10 03:22:44  AM,13.65,3.04,,,,,
10423,22/03/10 03:37:44  AM,13.76,2.98,,,,,
10424,22/03/10 03:52:44  AM,13.68,3.06,,,,,
10425,22/03/10 04:07:44  AM,13.61,3.14,,,,,
10426,22/03/10 04:22:44  AM,13.61,3.14,,,,,
10427,22/03/10 04:37:44  AM,13.55,3.16,,,,,
10428,22/03/10 04:52:44  AM,13.52,3.18,,,,,
10429,22/03/10 05:07:44  AM,13.57,3.12,,,,,
10430,22/03/10 05:22:44  AM,13.69,3.04,,,,,
10431,22/03/10 05:37:44  AM,13.71,3.00,,,,,
10432,22/03/10 05:52:44  AM,13.75,3.00,,,,,
10433,22/03/10 06:07:44  AM,13.73,3.00,,,,,
10434,22/03/10 06:22:44  AM,13.68,3.02,,,,,
10435,22/03/10 06:37:44  AM,13.77,2.96,,,,,
10436,22/03/10 06:52:44  AM,13.79,2.92,,,,,
10437,22/03/10 07:07:44  AM,13.79,2.92,,,,,
10438,22/03/10 07:22:44  AM,13.76,2.96,,,,,
10439,22/03/10 07:37:44  AM,13.80,2.92,,,,,
10440,22/03/10 07:52:44  AM,13.84,2.90,,,,,
10441,22/03/10 08:07:44  AM,13.76,2.96,,,,,
10442,22/03/10 08:22:44  AM,13.79,2.92,,,,,
10443,22/03/10 08:37:44  AM,13.83,2.90,,,,,
10444,22/03/10 08:52:44  AM,13.83,2.92,,,,,
10445,22/03/10 09:07:44  AM,13.76,2.96,,,,,
10446,22/03/10 09:22:44  AM,13.71,3.00,,,,,
10447,22/03/10 09:37:44  AM,13.72,3.00,,,,,
10448,22/03/10 09:52:44  AM,13.80,2.96,,,,,
10449,22/03/10 10:07:44  AM,13.87,2.88,,,,,
10450,22/03/10 10:22:44  AM,13.91,2.80,,,,,
10451,22/03/10 10:37:44  AM,13.83,2.86,,,,,
10452,22/03/10 10:52:44  AM,13.91,2.78,,,,,
10453,22/03/10 11:07:44  AM,13.93,2.76,,,,,
10454,22/03/10 11:22:44  AM,13.88,2.82,,,,,
10455,22/03/10 11:37:44  AM,13.89,2.80,,,,,
10456,22/03/10 11:52:44  AM,13.85,2.92,,,,,
10457,22/03/10 12:07:44  PM,13.79,2.96,,,,,
10458,22/03/10 12:22:44  PM,13.70,3.04,,,,,
10459,22/03/10 12:37:44  PM,13.66,3.10,,,,,
10460,22/03/10 12:52:44  PM,13.63,3.12,,,,,
10461,22/03/10 01:07:44  PM,13.75,3.06,,,,,
10462,22/03/10 01:22:44  PM,13.76,3.04,,,,,
10463,22/03/10 01:37:44  PM,13.83,2.98,,,,,
10464,22/03/10 01:52:44  PM,14.02,2.90,,,,,
10465,22/03/10 02:07:44  PM,14.08,2.82,,,,,
10466,22/03/10 02:22:44  PM,14.10,2.80,,,,,
10467,22/03/10 02:37:44  PM,14.11,2.78,,,,,
10468,22/03/10 02:52:44  PM,14.12,2.78,,,,,
10469,22/03/10 03:07:44  PM,14.07,2.80,,,,,
10470,22/03/10 03:22:44  PM,14.10,2.80,,,,,
10471,22/03/10 03:37:44  PM,14.08,2.82,,,,,
10472,22/03/10 03:52:44  PM,14.08,2.86,,,,,
10473,22/03/10 04:07:44  PM,14.09,2.86,,,,,
10474,22/03/10 04:22:44  PM,14.08,2.86,,,,,
10475,22/03/10 04:37:44  PM,14.05,2.88,,,,,
10476,22/03/10 04:52:44  PM,13.95,2.92,,,,,
10477,22/03/10 05:07:44  PM,13.98,2.92,,,,,
10478,22/03/10 05:22:44  PM,13.93,2.94,,,,,
10479,22/03/10 05:37:44  PM,13.92,2.98,,,,,
10480,22/03/10 05:52:44  PM,13.90,2.98,,,,,
10481,22/03/10 06:07:44  PM,13.93,2.98,,,,,
10482,22/03/10 06:22:44  PM,13.93,2.96,,,,,
10483,22/03/10 06:37:44  PM,13.95,2.98,,,,,
10484,22/03/10 06:52:44  PM,13.95,2.98,,,,,
10485,22/03/10 07:07:44  PM,13.93,3.00,,,,,
10486,22/03/10 07:22:44  PM,13.95,2.98,,,,,
10487,22/03/10 07:37:44  PM,14.07,2.94,,,,,
10488,22/03/10 07:52:44  PM,14.09,2.94,,,,,
10489,22/03/10 08:07:44  PM,14.05,2.94,,,,,
10490,22/03/10 08:22:44  PM,14.12,2.92,,,,,
10491,22/03/10 08:37:44  PM,14.12,2.90,,,,,
10492,22/03/10 08:52:44  PM,14.14,2.90,,,,,
10493,22/03/10 09:07:44  PM,14.11,2.96,,,,,
10494,22/03/10 09:22:44  PM,14.12,2.96,,,,,
10495,22/03/10 09:37:44  PM,14.00,2.96,,,,,
10496,22/03/10 09:52:44  PM,14.00,2.96,,,,,
10497,22/03/10 10:07:44  PM,13.93,2.96,,,,,
10498,22/03/10 10:22:44  PM,13.83,2.98,,,,,
10499,22/03/10 10:37:44  PM,13.98,2.96,,,,,
10500,22/03/10 10:52:44  PM,14.02,2.96,,,,,
10501,22/03/10 11:07:44  PM,14.09,2.96,,,,,
10502,22/03/10 11:22:44  PM,14.05,2.98,,,,,
10503,22/03/10 11:37:44  PM,14.08,2.96,,,,,
10504,22/03/10 11:52:44  PM,14.16,2.94,,,,,
10505,22/03/11 12:07:44  AM,14.10,2.96,,,,,
10506,22/03/11 12:22:44  AM,14.18,2.92,,,,,
10507,22/03/11 12:37:44  AM,14.17,2.92,,,,,
10508,22/03/11 12:52:44  AM,14.15,2.94,,,,,
10509,22/03/11 01:07:44  AM,14.11,2.96,,,,,
10510,22/03/11 01:22:44  AM,14.12,2.96,,,,,
10511,22/03/11 01:37:44  AM,14.12,2.96,,,,,
10512,22/03/11 01:52:44  AM,14.12,2.96,,,,,
10513,22/03/11 02:07:44  AM,14.19,2.94,,,,,
10514,22/03/11 02:22:44  AM,14.17,2.92,,,,,
10515,22/03/11 02:37:44  AM,14.24,2.94,,,,,
10516,22/03/11 02:52:44  AM,14.15,2.96,,,,,
10517,22/03/11 03:07:44  AM,14.20,2.94,,,,,
10518,22/03/11 03:22:44  AM,14.07,2.96,,,,,
10519,22/03/11 03:37:44  AM,14.24,2.92,,,,,
10520,22/03/11 03:52:44  AM,14.21,2.90,,,,,
10521,22/03/11 04:07:44  AM,14.23,2.90,,,,,
10522,22/03/11 04:22:44  AM,14.24,2.90,,,,,
10523,22/03/11 04:37:44  AM,14.22,2.90,,,,,
10524,22/03/11 04:52:44  AM,14.15,2.90,,,,,
10525,22/03/11 05:07:44  AM,14.13,2.92,,,,,
10526,22/03/11 05:22:44  AM,14.13,2.94,,,,,
10527,22/03/11 05:37:44  AM,14.15,2.92,,,,,
10528,22/03/11 05:52:44  AM,14.18,2.92,,,,,
10529,22/03/11 06:07:44  AM,14.27,2.88,,,,,
10530,22/03/11 06:22:44  AM,14.30,2.86,,,,,
10531,22/03/11 06:37:44  AM,14.33,2.86,,,,,
10532,22/03/11 06:52:44  AM,14.33,2.86,,,,,
10533,22/03/11 07:07:44  AM,14.27,2.86,,,,,
10534,22/03/11 07:22:44  AM,14.27,2.88,,,,,
10535,22/03/11 07:37:44  AM,14.23,2.90,,,,,
10536,22/03/11 07:52:44  AM,14.22,2.90,,,,,
10537,22/03/11 08:07:44  AM,14.23,2.90,,,,,
10538,22/03/11 08:22:44  AM,14.22,2.92,,,,,
10539,22/03/11 08:37:44  AM,14.22,2.96,,,,,
10540,22/03/11 08:52:44  AM,14.15,3.00,,,,,
10541,22/03/11 09:07:44  AM,14.07,2.98,,,,,
10542,22/03/11 09:22:44  AM,14.08,2.96,,,,,
10543,22/03/11 09:37:44  AM,14.21,2.98,,,,,
10544,22/03/11 09:52:44  AM,14.29,2.98,,,,,
10545,22/03/11 10:07:44  AM,14.14,2.98,,,,,
10546,22/03/11 10:22:44  AM,14.05,2.92,,,,,
10547,22/03/11 10:37:44  AM,14.06,2.92,,,,,
10548,22/03/11 10:52:44  AM,14.04,2.94,,,,,
10549,22/03/11 11:07:44  AM,14.08,2.92,,,,,
10550,22/03/11 11:22:44  AM,14.14,2.86,,,,,
10551,22/03/11 11:37:44  AM,14.10,2.90,,,,,
10552,22/03/11 11:52:44  AM,14.10,2.92,,,,,
10553,22/03/11 12:07:44  PM,14.07,2.94,,,,,
10554,22/03/11 12:22:44  PM,14.06,2.96,,,,,
10555,22/03/11 12:37:44  PM,14.05,2.96,,,,,
10556,22/03/11 12:52:44  PM,14.05,2.96,,,,,
10557,22/03/11 01:07:44  PM,14.07,2.96,,,,,
10558,22/03/11 01:22:44  PM,14.08,2.96,,,,,
10559,22/03/11 01:37:44  PM,14.06,2.98,,,,,
10560,22/03/11 01:52:44  PM,14.09,2.98,,,,,
10561,22/03/11 02:07:44  PM,14.11,2.98,,,,,
10562,22/03/11 02:22:44  PM,14.12,3.00,,,,,
10563,22/03/11 02:37:44  PM,14.12,3.00,,,,,
10564,22/03/11 02:52:44  PM,14.13,3.00,,,,,
10565,22/03/11 03:07:44  PM,14.17,3.00,,,,,
10566,22/03/11 03:22:44  PM,14.15,3.02,,,,,
10567,22/03/11 03:37:44  PM,14.16,3.02,,,,,
10568,22/03/11 03:52:44  PM,14.15,3.00,,,,,
10569,22/03/11 04:07:44  PM,14.18,3.00,,,,,
10570,22/03/11 04:22:44  PM,14.18,3.02,,,,,
10571,22/03/11 04:37:44  PM,14.19,3.02,,,,,
10572,22/03/11 04:52:44  PM,14.19,3.02,,,,,
10573,22/03/11 05:07:44  PM,14.21,3.02,,,,,
10574,22/03/11 05:22:44  PM,14.25,3.00,,,,,
10575,22/03/11 05:37:44  PM,14.27,3.00,,,,,
10576,22/03/11 05:52:44  PM,14.29,2.96,,,,,
10577,22/03/11 06:07:44  PM,14.27,2.98,,,,,
10578,22/03/11 06:22:44  PM,14.29,2.98,,,,,
10579,22/03/11 06:37:44  PM,14.20,3.04,,,,,
10580,22/03/11 06:52:44  PM,14.17,3.08,,,,,
10581,22/03/11 07:07:44  PM,14.17,3.10,,,,,
10582,22/03/11 07:22:44  PM,14.14,3.12,,,,,
10583,22/03/11 07:37:44  PM,14.09,3.16,,,,,
10584,22/03/11 07:52:44  PM,14.09,3.18,,,,,
10585,22/03/11 08:07:44  PM,14.09,3.20,,,,,
10586,22/03/11 08:22:44  PM,14.15,3.16,,,,,
10587,22/03/11 08:37:44  PM,14.21,3.12,,,,,
10588,22/03/11 08:52:44  PM,14.36,3.12,,,,,
10589,22/03/11 09:07:44  PM,14.46,3.10,,,,,
10590,22/03/11 09:22:44  PM,14.39,3.08,,,,,
10591,22/03/11 09:37:44  PM,14.29,3.06,,,,,
10592,22/03/11 09:52:44  PM,14.30,3.04,,,,,
10593,22/03/11 10:07:44  PM,14.30,3.02,,,,,
10594,22/03/11 10:22:44  PM,14.33,3.02,,,,,
10595,22/03/11 10:37:44  PM,14.32,3.04,,,,,
10596,22/03/11 10:52:44  PM,14.31,3.04,,,,,
10597,22/03/11 11:07:44  PM,14.28,3.04,,,,,
10598,22/03/11 11:22:44  PM,14.26,3.06,,,,,
10599,22/03/11 11:37:44  PM,14.23,2.98,,,,,
